S.No.,HSCode,Commodity,2020-2021,2021-2022,%Growth
1,01,LIVE ANIMALS.,0.0,0.0
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.29,23335.25
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2007.57,2829.82,40.96
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",90.78,155.7,71.52
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.88,2.23,155.05
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,24.82,34.61,39.46
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,128.81,128.27,-0.42
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,56.02,68.4,22.1
9,09,"COFFEE, TEA, MATE AND SPICES.",434.2,443.21,2.08
10,10,CEREALS.,324.18,288.49,-11.01
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,91.75,81.13,-11.57
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",278.31,284.06,2.07
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",314.63,441.9,40.45
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2.39,3.07,28.5
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,148.79,202.62,36.18
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",554.9,692.86,24.86
17,17,SUGARS AND SUGAR CONFECTIONERY.,41.72,34.55,-17.2
18,18,COCOA AND COCOA PREPARATIONS.,29.22,22.29,-23.72
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",158.99,140.5,-11.63
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",184.92,181.55,-1.82
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,211.51,238.88,12.94
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",11.51,16.17,40.41
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,310.99,141.29,-54.57
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,32.66,32.07,-1.8
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",105.51,156.59,48.41
26,26,"ORES, SLAG AND ASH.",2.53,1.15,-54.67
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1157.21,5106.07,341.24
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",153.68,223.91,45.7
29,29,ORGANIC CHEMICALS,2646.25,3653.17,38.05
30,30,PHARMACEUTICAL PRODUCTS,7670.21,6993.91,-8.82
31,31,FERTILISERS.,5.89,6.65,12.9
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",312.48,482.91,54.54
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",471.54,520.8,10.45
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",94.75,141.71,49.56
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,43.62,76.1,74.47
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,3.29,4.21,28.25
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.2,0.46,127.0
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,918.31,1537.67,67.45
39,39,PLASTIC AND ARTICLES THEREOF.,1092.95,1832.61,67.68
40,40,RUBBER AND ARTICLES THEREOF.,662.18,1013.63,53.07
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,11.99,11.65,-2.83
