S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
1,01,LIVE ANIMALS.,0.0,0.27,82843.95
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.31,0.0,-98.79
3,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.26,0.02,-94.17
4,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.0,0.0
5,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,5.6,16.48,194.6
6,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,1149.32,1181.85,2.83
7,09,"COFFEE, TEA, MATE AND SPICES.",30.07,13.81,-54.08
8,10,CEREALS.,0.0,0.0,4574.2
9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.0,0.0,172.85
10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",568.08,196.5,-65.41
11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",24.14,36.14,49.69
12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.08,0.43,417.58
13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,32.36,71.81,121.92
14,17,SUGARS AND SUGAR CONFECTIONERY.,0.03,0.0,-99.66
15,18,COCOA AND COCOA PREPARATIONS.,12.44,30.25,143.13
16,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.01,0.01,-4.72
17,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.0,0.02,2085.56
18,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.01,0.01,-24.0
19,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.01,0.04,269.97
20,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,13.62,13.65,0.24
21,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",309.44,305.35,-1.32
22,26,"ORES, SLAG AND ASH.",514.49,490.22,-4.72
23,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",5192.64,5422.2,4.42
24,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",449.86,500.95,11.36
25,29,ORGANIC CHEMICALS,9.37,0.93,-90.09
26,30,PHARMACEUTICAL PRODUCTS,0.01,0.05,491.31
27,31,FERTILISERS.,0.0,107.26
28,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.07,0.01,-81.16
29,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.04,0.11,192.43
30,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.0,0.0,-27.8
31,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.0,0.0
32,38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.24,0.82,242.32
33,39,PLASTIC AND ARTICLES THEREOF.,1.43,1.39,-2.8
34,40,RUBBER AND ARTICLES THEREOF.,143.02,281.42,96.78
35,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,13.49,12.97,-3.82
36,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,233.54,214.89,-7.99
37,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,0.01
38,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.03,0.04,30.06
39,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.0,0.0
40,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.15,0.0,-99.96
41,52,COTTON.,16.32,206.51,1165.05
42,55,MAN-MADE STAPLE FIBRES.,0.16,0.04,-73.41
43,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.03,0.0,-99.89
44,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.0,0.0
45,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.0,0.0,-93.24
46,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.0,0.0
47,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.0,0.0
48,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.5,0.0,-100.0
49,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.0,0.0,-94.8
50,65,HEADGEAR AND PARTS THEREOF.,0.0,0.0
51,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.02,0.01,-45.53
52,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.0,0.03,4237.46
53,69,CERAMIC PRODUCTS.,0.14,0.15,9.96
54,70,GLASS AND GLASSWARE.,0.0,0.02,57886.26
55,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2125.14,1441.45,-32.17
56,72,IRON AND STEEL,133.24,98.34,-26.19
57,73,ARTICLES OF IRON OR STEEL,1.22,2.43,99.58
58,74,COPPER AND ARTICLES THEREOF.,59.37,75.19,26.65
59,75,NICKEL AND ARTICLES THEREOF.,0.12,0.04,-69.1
60,76,ALUMINIUM AND ARTICLES THEREOF.,117.55,108.31,-7.86
61,78,LEAD AND ARTICLES THEREOF.,32.29,69.32,114.68
62,79,ZINC AND ARTICLES THEREOF.,2.49,4.89,96.25
63,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.43,0.24,-43.19
64,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.02,0.03,43.9
65,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.08,0.0,-98.86
66,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2.92,9.22,215.32
67,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",21.45,25.88,20.66
68,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.38,0.56,47.89
