S.No.,HSCode,Commodity,2019-2020,2020-2021,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,2.9,6.82,135.2
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.56,0.35,-37.11
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.0,0.01,984.92
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.0
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,0.0
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.6,0.74,23.22
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.03,0.0,-94.45
8,09,"COFFEE, TEA, MATE AND SPICES.",31.37,32.73,4.35
9,10,CEREALS.,1.56,1.02,-34.6
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,0.01,123.53
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.32,0.45,41.51
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.45,0.47,3.98
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.07,0.03,-62.23
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.11,0.14,27.2
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.0,0.0,132.07
16,17,SUGARS AND SUGAR CONFECTIONERY.,2.31,2.16,-6.39
17,18,COCOA AND COCOA PREPARATIONS.,0.0,0.0,1891.5
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.0,0.0,-25.59
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.78,0.63,-19.61
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,3.8,5.58,46.96
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.04,0.03,-30.76
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.24,0.08,-65.59
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.63,1.64,159.29
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.62,0.34,-44.91
25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.92,1.76,90.68
26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.38,0.86,125.42
27,29,ORGANIC CHEMICALS,5.76,9.77,69.46
28,30,PHARMACEUTICAL PRODUCTS,181.41,337.07,85.8
29,31,FERTILISERS.,0.0,0.02,1926.36
30,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",7.5,8.28,10.36
31,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.28,3.96,-7.41
32,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.53,0.13,-76.03
33,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.34,0.13,-62.17
34,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.4,1.29,224.48
35,38,MISCELLANEOUS CHEMICAL PRODUCTS.,3.69,6.51,76.2
36,39,PLASTIC AND ARTICLES THEREOF.,3.02,1.97,-34.85
37,40,RUBBER AND ARTICLES THEREOF.,4.88,5.93,21.69
38,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.06,0.0,-99.3
39,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.05,1.08,3.08
40,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.1,0.2,109.1
41,45,CORK AND ARTICLES OF CORK.,0.0,0.0
42,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,0.0,-96.28
43,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.54,0.48,-10.84
44,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.9,0.04,-97.65
45,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.26,0.0
46,52,COTTON.,0.71,0.24,-65.91
47,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.06,0.21,260.12
48,54,MAN-MADE FILAMENTS.,0.82,0.54,-34.11
49,55,MAN-MADE STAPLE FIBRES.,0.06,0.54,843.82
50,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.06,0.08,17.63
51,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.44,0.2,-55.07
52,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.36,0.47,27.52
53,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1.97,1.33,-32.18
54,60,KNITTED OR CROCHETED FABRICS.,0.0,0.01
55,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.33,5.52,27.61
56,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",13.18,13.95,5.78
57,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.45,0.18,-59.64
58,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.22,0.3,38.92
59,65,HEADGEAR AND PARTS THEREOF.,0.01,0.0,-35.2
