S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
1,01,LIVE ANIMALS.,0.04,0.03,-23.62
2,02,MEAT AND EDIBLE MEAT OFFAL.,1729.79,1745.82,0.93
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",698.58,780.9,11.78
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",49.77,73.99,48.69
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",227.52,250.3,10.01
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,6.83,6.03,-11.67
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,199.12,211.2,6.07
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,97.6,114.07,16.88
9,09,"COFFEE, TEA, MATE AND SPICES.",505.99,412.08,-18.56
10,10,CEREALS.,821.25,700.97,-14.65
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,275.76,270.61,-1.87
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",771.15,698.62,-9.41
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",44.08,45.77,3.83
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.6,0.98,61.7
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,235.32,171.29,-27.21
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",3.01,2.25,-25.09
17,17,SUGARS AND SUGAR CONFECTIONERY.,244.92,201.64,-17.67
18,18,COCOA AND COCOA PREPARATIONS.,27.63,35.95,30.13
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",38.28,47.28,23.5
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",175.76,160.11,-8.9
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,125.05,158.9,27.07
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",40.39,46.55,15.26
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,597.91,340.56,-43.04
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,194.0,278.91,43.77
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",167.7,162.27,-3.24
26,26,"ORES, SLAG AND ASH.",263.98,164.91,-37.53
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",10101.71,8822.76,-12.66
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",408.84,490.72,20.03
29,29,ORGANIC CHEMICALS,2930.87,2095.0,-28.52
30,30,PHARMACEUTICAL PRODUCTS,1222.48,1303.51,6.63
31,31,FERTILISERS.,11.99,10.02,-16.43
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",372.97,407.43,9.24
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",282.27,260.0,-7.89
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",95.97,114.48,19.28
