S.No.,HSCode,Commodity,2020-2021,2021-2022,%Growth
1,01,LIVE ANIMALS.,0.0,0.03,6660.51
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.07,0.22,219.25
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",26.34,35.46,34.62
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.35,0.51,43.29
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.51,1.19,131.93
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.81,3.69,104.33
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,391.56,784.28,100.3
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,111.37,132.3,18.79
9,09,"COFFEE, TEA, MATE AND SPICES.",337.54,392.36,16.24
10,10,CEREALS.,3.25,1.66,-48.83
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.73,1.19,-68.12
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",93.06,89.83,-3.46
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",39.92,64.03,60.38
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,22.71,31.73,39.7
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5894.84,9770.14,65.74
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",1.41,2.28,61.58
17,17,SUGARS AND SUGAR CONFECTIONERY.,5.3,7.23,36.6
18,18,COCOA AND COCOA PREPARATIONS.,159.7,213.78,33.86
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",60.25,78.45,30.21
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",13.06,26.5,102.88
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,35.83,81.86,128.49
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",19.0,33.95,78.71
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,266.37,357.09,34.06
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,15.17,34.05,124.55
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",113.09,129.69,14.68
26,26,"ORES, SLAG AND ASH.",479.19,831.91,73.61
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",7521.46,11941.08,58.76
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",716.25,1272.97,77.73
29,29,ORGANIC CHEMICALS,1991.98,3735.91,87.55
30,30,PHARMACEUTICAL PRODUCTS,96.15,120.09,24.9
31,31,FERTILISERS.,380.25,524.17,37.85
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",247.94,337.3,36.04
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",112.31,150.69,34.17
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",247.51,361.55,46.08
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,53.53,85.21,59.19
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.04,0.0
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2.99,4.38,46.41
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,1206.79,1750.43,45.05
39,39,PLASTIC AND ARTICLES THEREOF.,2226.38,3690.49,65.76
40,40,RUBBER AND ARTICLES THEREOF.,1158.55,1696.63,46.44
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,50.25,77.83,54.87
42,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",20.67,37.98,83.73
43,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.04,0.09,97.52
44,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,472.73,550.98,16.55
45,45,CORK AND ARTICLES OF CORK.,0.42,0.57,36.29
46,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.44,1.54,248.0
47,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,123.75,210.8,70.34
