S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,01,LIVE ANIMALS.,1.49,2.97,98.69
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.0
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.84,2.22,20.74
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.59,2.35,-9.41
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.15,0.21,40.77
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.79,1.28,-28.35
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,9.21,5.99,-34.98
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,92.87,94.46,1.72
9,09,"COFFEE, TEA, MATE AND SPICES.",3.6,3.24,-10.17
10,10,CEREALS.,0.31,0.1,-67.69
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.71,0.75,6.09
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2.06,55.99,2613.19
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.56,0.56,-0.41
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.0,0.0
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,102.01,222.82,118.44
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.1,0.0
17,17,SUGARS AND SUGAR CONFECTIONERY.,13.45,12.31,-8.45
18,18,COCOA AND COCOA PREPARATIONS.,8.39,13.81,64.56
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.93,1.64,-15.04
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",9.2,7.02,-23.75
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,16.5,8.04,-51.26
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",194.16,377.27,94.31
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,9.39,8.67,-7.75
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.2,4.06,84.74
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",230.47,316.92,37.51
26,26,"ORES, SLAG AND ASH.",6.57,7.48,13.86
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",930.17,2122.13,128.14
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",146.92,182.53,24.24
29,29,ORGANIC CHEMICALS,96.62,93.24,-3.5
30,30,PHARMACEUTICAL PRODUCTS,217.29,93.43,-57.0
31,31,FERTILISERS.,19.61,49.21,150.88
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",57.11,63.47,11.14
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",156.75,208.2,32.82
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",30.56,32.06,4.92
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,26.62,20.56,-22.76
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.0,0.03
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,3.16,2.68,-15.1
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,200.56,198.47,-1.04
39,39,PLASTIC AND ARTICLES THEREOF.,206.68,228.43,10.52
40,40,RUBBER AND ARTICLES THEREOF.,89.12,99.26,11.38
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,52.83,55.53,5.12
42,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.87,2.41,28.63
43,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1.49,1.64,10.13
44,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,23.73,25.52,7.55
45,45,CORK AND ARTICLES OF CORK.,0.17,0.06,-61.47
46,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,0.0
47,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,228.45,283.48,24.09
48,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",34.5,33.56,-2.73
49,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",44.97,53.74,19.49
50,50,SILK,0.04,0.05,28.94
51,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",17.44,15.75,-9.68
52,52,COTTON.,15.95,12.06,-24.43
53,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2.35,3.9,65.89
