S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.07
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",40.76,46.31,13.62
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.15,0.75,387.73
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.06,0.47,-55.42
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.03,1.2,16.98
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,20.73,26.4,27.33
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,3.96,4.69,18.49
8,09,"COFFEE, TEA, MATE AND SPICES.",42.39,49.36,16.46
9,10,CEREALS.,29.81,68.19,128.7
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.56,5.22,837.42
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",15.14,15.18,0.26
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",22.44,23.67,5.46
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.05,0.06,6.05
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,4.94,64.53,1205.36
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",4.04,2.93,-27.47
16,17,SUGARS AND SUGAR CONFECTIONERY.,4.97,18.66,275.08
17,18,COCOA AND COCOA PREPARATIONS.,11.83,10.93,-7.59
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",10.3,13.14,27.5
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",4.51,4.88,8.16
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,10.98,11.47,4.46
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",17.12,6.96,-59.34
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,32.72,29.66,-9.35
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,29.2,36.52,25.05
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",3.65,4.73,29.58
25,26,"ORES, SLAG AND ASH.",41.2,21.22,-48.48
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2111.38,4700.11,122.61
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",79.24,85.73,8.19
28,29,ORGANIC CHEMICALS,1047.06,1109.53,5.97
29,30,PHARMACEUTICAL PRODUCTS,1317.82,1291.73,-1.98
30,31,FERTILISERS.,0.4,9.85,2350.02
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",344.49,280.53,-18.57
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",66.99,64.41,-3.85
