S.No.,HSCode,Commodity,2022-2023,2023-2024,%Growth
1,01,LIVE ANIMALS.,0.0,0.0
2,02,MEAT AND EDIBLE MEAT OFFAL.,2.14,2.86,33.51
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.8,1.67,108.04
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",1.4,0.71,-49.65
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.81,2.83,0.6
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.35,0.27,-21.56
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,274.49,617.12,124.82
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,88.09,131.54,49.33
9,09,"COFFEE, TEA, MATE AND SPICES.",0.53,0.45,-15.64
10,10,CEREALS.,28.58,49.89,74.57
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,18.29,20.0,9.35
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",15.57,17.65,13.35
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.82,0.96,17.04
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.0,0.0
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,417.09,224.49,-46.18
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.0,0.01
17,17,SUGARS AND SUGAR CONFECTIONERY.,7.83,8.87,13.21
18,18,COCOA AND COCOA PREPARATIONS.,0.56,1.37,144.53
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.72,0.58,-19.87
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.55,1.03,86.46
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.98,1.5,52.84
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",11.54,10.59,-8.24
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,6.6,3.28,-50.35
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",19.93,15.07,-24.37
25,26,"ORES, SLAG AND ASH.",830.82,935.69,12.62
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",15295.14,11071.25,-27.62
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",363.36,297.41,-18.15
28,29,ORGANIC CHEMICALS,9.31,12.67,36.06
29,30,PHARMACEUTICAL PRODUCTS,11.82,20.04,69.52
30,31,FERTILISERS.,129.22,1.29,-99.0
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",84.87,155.7,83.45
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.07,12.01,-8.15
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",8.73,5.18,-40.66
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,26.83,29.9,11.41
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.17,0.0
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.0,0.02,945.43
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,20.07,18.68,-6.95
38,39,PLASTIC AND ARTICLES THEREOF.,13.96,13.92,-0.32
39,40,RUBBER AND ARTICLES THEREOF.,12.68,11.21,-11.54
40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,8.53,6.5,-23.76
41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.07,0.22,199.77
42,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,169.56,144.16,-14.98
43,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,0.0
44,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,124.52,25.79,-79.29
45,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",4.74,29.9,531.09
