S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
1,01,LIVE ANIMALS.,0.18,0.16,-10.27
2,02,MEAT AND EDIBLE MEAT OFFAL.,9.36,12.82,36.98
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.12,0.42,251.66
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.63,0.88,40.12
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.05,0.08,69.69
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.05,0.02,-53.64
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.47,0.29,-38.37
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.16,0.22,31.92
9,09,"COFFEE, TEA, MATE AND SPICES.",0.6,0.36,-40.18
10,10,CEREALS.,18.99,19.29,1.58
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.61,0.47,-22.79
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.93,1.97,110.73
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.39,0.05,-86.13
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,0.01,11.08
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.17,0.15,-7.55
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.02,0.05,199.49
17,17,SUGARS AND SUGAR CONFECTIONERY.,27.83,28.51,2.45
18,18,COCOA AND COCOA PREPARATIONS.,1.1,0.32,-70.5
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",31.15,23.98,-23.02
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.18,3.19,169.49
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,3.49,4.57,30.79
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",25.04,14.35,-42.67
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.53,7.61,1323.72
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,4.11,9.98,142.63
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",2.21,1.72,-22.27
26,26,"ORES, SLAG AND ASH.",0.0,0.05,2035.39
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",68.29,9.08,-86.7
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",9.31,7.77,-16.5
29,29,ORGANIC CHEMICALS,29.78,28.98,-2.67
30,30,PHARMACEUTICAL PRODUCTS,429.57,394.4,-8.19
31,31,FERTILISERS.,0.08,0.16,104.23
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",7.25,10.38,43.14
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",12.49,11.29,-9.62
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",7.45,4.8,-35.62
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,1.47,1.65,12.14
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.32,0.39,-70.82
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.19,0.23,21.18
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,36.13,27.32,-24.38
39,39,PLASTIC AND ARTICLES THEREOF.,45.87,56.62,23.45
40,40,RUBBER AND ARTICLES THEREOF.,27.92,19.14,-31.45
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.04,0.02,-42.67
42,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.22,0.31,38.56
43,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,0.01,2.67
44,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.27,0.75,-40.79
45,45,CORK AND ARTICLES OF CORK.,0.01,0.01,3.84
46,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.04,0.06,34.95
47,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.0,0.0
48,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",24.48,18.07,-26.21
49,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",4.93,3.73,-24.25
50,50,SILK,0.0,0.01,43390.02
51,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.0,0.0,220.71
52,52,COTTON.,6.0,6.68,11.42
53,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.97,1.57,61.41
54,54,MAN-MADE FILAMENTS.,2.43,1.9,-21.56
55,55,MAN-MADE STAPLE FIBRES.,3.08,2.73,-11.34
56,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.72,0.52,-28.69
57,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.18,0.23,23.08
58,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.48,0.79,65.98
59,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.62,0.6,-4.18
60,60,KNITTED OR CROCHETED FABRICS.,0.4,0.5,24.73
61,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",13.77,11.53,-16.26
62,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",2.87,2.66,-7.13
63,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,51.13,40.87,-20.06
64,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1.71,2.79,62.98
65,65,HEADGEAR AND PARTS THEREOF.,0.36,0.48,31.94
66,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,0.07,260.15
67,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.16,0.1,-36.82
68,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",2.76,2.65,-4.0
69,69,CERAMIC PRODUCTS.,9.02,8.02,-11.13
70,70,GLASS AND GLASSWARE.,4.41,5.24,18.78
71,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.7,0.06,-91.25
72,72,IRON AND STEEL,5.06,5.47,8.12
73,73,ARTICLES OF IRON OR STEEL,41.88,27.42,-34.53
74,74,COPPER AND ARTICLES THEREOF.,1.54,1.92,24.92
75,75,NICKEL AND ARTICLES THEREOF.,0.07,0.21,204.3
76,76,ALUMINIUM AND ARTICLES THEREOF.,6.6,6.33,-4.15
77,78,LEAD AND ARTICLES THEREOF.,0.01,0.01,-38.56
78,79,ZINC AND ARTICLES THEREOF.,0.03,0.02,-35.22
79,80,TIN AND ARTICLES THEREOF.,0.07,0.01,-88.38
80,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.0,0.11,5413.58
81,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",3.09,2.77,-10.18
82,83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.62,3.62,0.06
83,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",137.84,115.69,-16.07
84,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",65.77,60.96,-7.32
85,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.12,0.09,-21.86
86,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",249.78,257.2,2.97
87,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,0.01,-68.59
88,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.0,0.0,97.83
89,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",23.14,21.49,-7.14
90,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.13,0.07,-49.41
91,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.01,0.02,66.48
92,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,2.74,0.09,-96.54
93,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",7.3,5.19,-28.83
94,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.18,0.2,9.45
95,96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.58,4.56,-0.57
96,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.0,0.0,56.93
97,98,PROJECT GOODS; SOME SPECIAL USES.,0.12,0.06,-49.89
98,99,MISCELLANEOUS GOODS.,0.01,0.0,-83.46
,,Total,1492.97,1330.2,-10.9
