S.No.,HSCode,Commodity,2019-2020,2020-2021,%Growth
1,01,LIVE ANIMALS.,0.01,0.0
2,02,MEAT AND EDIBLE MEAT OFFAL.,36.36,45.78,25.89
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.88,7.95,322.95
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",5.35,4.11,-23.32
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.01,0.04,276.77
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.28,0.28,0.6
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,7.29,8.1,11.08
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.56,0.63,11.58
9,09,"COFFEE, TEA, MATE AND SPICES.",31.08,38.84,24.96
10,10,CEREALS.,771.91,1901.61,146.35
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.44,4.66,35.37
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.11,2.25,103.01
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.09,3.05,45.6
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.06,0.42,571.21
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,1.8,1.7,-5.5
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",1.13,0.83,-27.02
17,17,SUGARS AND SUGAR CONFECTIONERY.,75.32,60.17,-20.12
18,18,COCOA AND COCOA PREPARATIONS.,6.02,6.52,8.33
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",35.35,38.47,8.83
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.74,5.85,236.1
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,38.28,54.29,41.83
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",30.04,89.56,198.14
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.77,2.98,7.46
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,13.99,14.12,0.93
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",12.44,12.65,1.72
26,26,"ORES, SLAG AND ASH.",0.3,1.34,344.7
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1023.06,1264.27,23.58
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",33.9,41.73,23.12
29,29,ORGANIC CHEMICALS,124.16,162.29,30.71
30,30,PHARMACEUTICAL PRODUCTS,846.92,1053.55,24.4
31,31,FERTILISERS.,3.87,4.74,22.75
