S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,01,LIVE ANIMALS.,0.07,0.02,-66.99
2,02,MEAT AND EDIBLE MEAT OFFAL.,15.62,20.18,29.19
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",30.41,35.02,15.17
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.45,3.92,13.63
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.02,7297.34
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.52,1.31,-13.98
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,11.67,9.73,-16.66
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,6.93,4.04,-41.81
9,09,"COFFEE, TEA, MATE AND SPICES.",14.81,14.48,-2.18
10,10,CEREALS.,711.46,912.41,28.24
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,73.68,82.91,12.53
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",11.55,14.53,25.85
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1.37,1.49,8.44
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.75,0.87,15.83
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,4.34,8.04,85.06
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.77,0.48,-38.24
17,17,SUGARS AND SUGAR CONFECTIONERY.,659.77,1027.58,55.75
