S.No.,HSCode,Commodity,2020-2021,2021-2022,%Growth
1,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.34,0.02,-95.37
2,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,0.01,-38.91
3,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,11.52,59.99,420.59
4,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.07,0.26,250.45
5,09,"COFFEE, TEA, MATE AND SPICES.",9.74,18.58,90.76
6,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",9.22,67.56,632.62
7,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.18,3.9,78.92
8,18,COCOA AND COCOA PREPARATIONS.,14.01,39.26,180.2
9,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.03,0.0
10,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.0,0.0
11,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",48.0,0.02,-99.97
12,29,ORGANIC CHEMICALS,0.18,0.28,51.8
13,30,PHARMACEUTICAL PRODUCTS,0.01,0.02,150.05
14,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.01,0.0
15,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.84,1.8,115.2
16,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.0,0.02,5164.9
17,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,1.93,0.06,-97.09
18,38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.08,0.05,-35.27
19,39,PLASTIC AND ARTICLES THEREOF.,0.01,0.0,-80.18
20,40,RUBBER AND ARTICLES THEREOF.,0.18,0.0,-99.55
21,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.35,0.62,-54.41
22,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.0,0.01
23,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.37,0.87,132.62
24,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.0,0.0
25,52,COTTON.,0.29,0.13,-57.02
26,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.0,0.0
27,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.12,79.16,64539.23
28,72,IRON AND STEEL,1.09,2.21,103.23
29,73,ARTICLES OF IRON OR STEEL,0.0,0.0,-84.87
30,74,COPPER AND ARTICLES THEREOF.,1.25,2.32,86.5
31,76,ALUMINIUM AND ARTICLES THEREOF.,1.53,6.11,300.84
32,78,LEAD AND ARTICLES THEREOF.,4.65,4.52,-2.93
33,79,ZINC AND ARTICLES THEREOF.,0.0,0.13
34,80,TIN AND ARTICLES THEREOF.,0.51,0.0
35,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.15,0.0
36,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,0.0,125.98
37,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.4,0.37,-6.38
38,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",2.6,3.66,40.7
39,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,0.0
