S.No.,HSCode,Commodity,2020-2021,2021-2022,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,43.65,51.76,18.59
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",99.98,143.65,43.68
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.26,3.27,-23.35
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.04,0.13,266.41
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.08,0.21,149.82
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,32.92,29.95,-9.02
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,38.78,37.28,-3.87
8,09,"COFFEE, TEA, MATE AND SPICES.",120.18,110.02,-8.46
9,10,CEREALS.,110.0,80.88,-26.47
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.03,0.11,283.09
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",59.27,41.92,-29.26
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",33.57,64.45,91.98
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.17,0.1,-38.0
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,10.6,15.58,47.02
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",1.76,1.79,1.59
16,17,SUGARS AND SUGAR CONFECTIONERY.,0.42,1.3,211.37
17,18,COCOA AND COCOA PREPARATIONS.,0.11,0.06,-50.54
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.89,3.02,238.09
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",26.34,23.68,-10.11
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,51.24,78.17,52.54
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.2,0.06,-69.96
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,1.13,3.1,175.91
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,48.81,43.07,-11.76
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",13.0,10.21,-21.47
25,26,"ORES, SLAG AND ASH.",0.01,0.01,6.87
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",7.38,10.54,42.89
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",29.79,28.13,-5.59
28,29,ORGANIC CHEMICALS,299.43,255.57,-14.65
29,30,PHARMACEUTICAL PRODUCTS,696.67,694.72,-0.28
30,31,FERTILISERS.,0.06,0.08,26.6
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",41.19,53.59,30.11
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.88,14.44,3.98
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",8.17,11.45,40.2
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,2.18,2.61,19.74
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.4,2.08,48.38
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.34,0.53,52.92
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,84.37,120.43,42.74
38,39,PLASTIC AND ARTICLES THEREOF.,68.65,92.36,34.54
