S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
1,01,LIVE ANIMALS.,0.6,0.06,-90.26
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.0,0.07
3,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.48,0.42,-11.41
4,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.22,0.7,217.92
5,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1.99,1.73,-13.28
6,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,72.46,79.69,9.97
7,09,"COFFEE, TEA, MATE AND SPICES.",0.0,0.11,837923.95
8,10,CEREALS.,5.87,6.56,11.69
9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.0,0.03
10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",9.61,6.9,-28.18
11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.0,0.01,111.91
12,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.0,0.06,1319.48
13,17,SUGARS AND SUGAR CONFECTIONERY.,0.0,0.02,1078.33
14,18,COCOA AND COCOA PREPARATIONS.,0.01,0.15,2416.86
15,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.02,0.0,-96.71
16,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.68,3.64,35.66
17,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.63,0.81,28.64
18,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.77,0.55,-29.23
