S.No.,HSCode,Commodity,2022-2023,2023-2024,%Growth
1,01,LIVE ANIMALS.,0.06,0.19,220.47
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.43,0.49,14.97
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",46.83,50.75,8.37
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",1.66,2.12,27.33
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.91,1.41,54.99
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,4.76,4.26,-10.45
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,684.58,942.42,37.66
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,253.82,156.47,-38.35
9,09,"COFFEE, TEA, MATE AND SPICES.",439.27,392.46,-10.66
10,10,CEREALS.,2.46,2.79,13.49
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.83,3.19,74.76
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",85.56,91.92,7.43
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",87.96,63.38,-27.94
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,18.69,25.73,37.67
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,11270.6,8100.65,-28.13
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.48,0.52,7.29
17,17,SUGARS AND SUGAR CONFECTIONERY.,9.03,12.73,40.9
18,18,COCOA AND COCOA PREPARATIONS.,270.41,314.52,16.31
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",90.62,91.79,1.29
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",40.42,38.68,-4.31
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,40.89,34.69,-15.17
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",78.52,94.34,20.15
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,211.53,187.02,-11.59
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,41.08,42.36,3.11
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",115.67,111.05,-3.99
26,26,"ORES, SLAG AND ASH.",1395.96,1664.57,19.24
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",21191.11,16606.06,-21.64
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1730.01,1274.93,-26.3
29,29,ORGANIC CHEMICALS,3403.27,3041.49,-10.63
30,30,PHARMACEUTICAL PRODUCTS,133.98,149.1,11.28
31,31,FERTILISERS.,533.84,333.19,-37.59
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",312.13,308.92,-1.03
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",144.63,172.6,19.34
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",340.18,245.32,-27.89
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,89.75,84.06,-6.34
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.16,3.77,224.55
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,5.24,5.32,1.65
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,1820.33,1498.71,-17.67
39,39,PLASTIC AND ARTICLES THEREOF.,3825.95,3627.93,-5.18
40,40,RUBBER AND ARTICLES THEREOF.,1366.7,1278.01,-6.49
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,89.44,88.79,-0.73
42,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",46.86,54.46,16.22
43,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.08,0.0,-99.39
44,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,566.48,693.66,22.45
45,45,CORK AND ARTICLES OF CORK.,0.54,0.87,62.61
46,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",3.14,4.7,49.98
47,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,342.71,332.75,-2.9
48,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",490.98,566.39,15.36
49,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",38.64,25.52,-33.95
50,50,SILK,120.23,111.46,-7.3
51,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",3.62,3.21,-11.25
52,52,COTTON.,210.91,64.49,-69.42
53,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.35,0.48,40.33
54,54,MAN-MADE FILAMENTS.,191.62,184.77,-3.57
55,55,MAN-MADE STAPLE FIBRES.,366.17,185.46,-49.35
56,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",76.86,71.42,-7.08
57,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,59.35,52.94,-10.81
58,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,29.0,25.95,-10.53
59,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",157.14,143.82,-8.48
60,60,KNITTED OR CROCHETED FABRICS.,59.03,42.43,-28.11
61,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",110.03,99.59,-9.49
62,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",97.25,73.67,-24.25
63,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,20.04,31.02,54.77
64,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",407.99,304.83,-25.29
65,65,HEADGEAR AND PARTS THEREOF.,4.21,3.81,-9.44
66,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.28,0.82,192.37
67,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,2.89,1.78,-38.42
68,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",64.91,64.62,-0.44
69,69,CERAMIC PRODUCTS.,85.95,95.88,11.55
70,70,GLASS AND GLASSWARE.,422.85,362.25,-14.33
