S.No.,HSCode,Commodity,2020-2021,2021-2022,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.0
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",19.57,40.76,108.28
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.23,0.15,-32.89
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.24,1.06,-52.65
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.5,1.03,104.77
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,22.62,20.73,-8.33
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,4.64,3.96,-14.7
8,09,"COFFEE, TEA, MATE AND SPICES.",45.84,42.39,-7.53
9,10,CEREALS.,42.42,29.81,-29.72
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.48,0.56,15.39
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",15.1,15.14,0.27
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.43,22.44,36.6
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.07,0.05,-20.32
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,7.58,4.94,-34.77
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",5.12,4.04,-21.01
16,17,SUGARS AND SUGAR CONFECTIONERY.,4.01,4.97,23.98
17,18,COCOA AND COCOA PREPARATIONS.,11.75,11.83,0.69
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",13.04,10.3,-20.97
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",3.71,4.51,21.48
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.74,10.98,131.61
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",11.41,17.12,50.02
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,24.99,32.72,30.91
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,40.69,29.2,-28.24
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",3.69,3.65,-1.02
25,26,"ORES, SLAG AND ASH.",56.23,41.2,-26.73
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1034.36,2111.38,104.12
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",43.75,79.24,81.12
28,29,ORGANIC CHEMICALS,962.05,1047.06,8.84
29,30,PHARMACEUTICAL PRODUCTS,1082.21,1317.82,21.77
30,31,FERTILISERS.,0.37,0.4,7.65
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",261.41,344.49,31.78
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",57.48,66.99,16.55
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",60.9,58.62,-3.74
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,2.69,3.8,41.11
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,8.74,4.96,-43.28
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.05,0.08,47.15
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,1185.23,1638.61,38.25
38,39,PLASTIC AND ARTICLES THEREOF.,338.58,384.21,13.48
39,40,RUBBER AND ARTICLES THEREOF.,210.08,364.43,73.47
40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.88,8.56,197.38
41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",34.45,49.19,42.78
42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.31,0.33,8.62
43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,3.32,4.99,50.38
44,45,CORK AND ARTICLES OF CORK.,0.02,0.02,-2.37
45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.3,0.62,107.28
46,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.0,0.0
47,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",23.12,33.38,44.4
48,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",6.98,7.82,12.03
49,50,SILK,0.07,0.13,83.88
50,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.52,2.64,412.4
51,52,COTTON.,397.94,714.44,79.53
52,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,8.18,15.76,92.75
53,54,MAN-MADE FILAMENTS.,181.1,285.88,57.86
54,55,MAN-MADE STAPLE FIBRES.,172.12,239.92,39.39
55,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",18.56,31.37,68.97
56,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,28.61,37.46,30.94
57,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,4.0,5.69,42.34
58,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",8.63,6.9,-20.05
59,60,KNITTED OR CROCHETED FABRICS.,6.0,39.84,563.55
60,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",68.12,129.64,90.29
61,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",104.2,127.94,22.78
62,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,83.24,130.04,56.22
63,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",23.58,39.26,66.46
64,65,HEADGEAR AND PARTS THEREOF.,7.24,5.3,-26.84
65,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.06,0.05,-11.05
66,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,3.13,6.56,109.67
67,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",18.49,22.81,23.32
68,69,CERAMIC PRODUCTS.,96.2,115.03,19.57
69,70,GLASS AND GLASSWARE.,44.53,46.95,5.43
70,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3.74,14.4,284.83
71,72,IRON AND STEEL,271.19,658.54,142.83
72,73,ARTICLES OF IRON OR STEEL,199.4,221.97,11.32
73,74,COPPER AND ARTICLES THEREOF.,17.19,16.13,-6.16
74,75,NICKEL AND ARTICLES THEREOF.,2.89,4.62,59.83
75,76,ALUMINIUM AND ARTICLES THEREOF.,221.77,283.18,27.69
76,78,LEAD AND ARTICLES THEREOF.,0.16,0.45,190.27
77,79,ZINC AND ARTICLES THEREOF.,1.11,1.68,50.86
78,80,TIN AND ARTICLES THEREOF.,0.0,0.0,-0.68
79,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.98,3.4,247.22
80,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",43.62,63.77,46.21
81,83,MISCELLANEOUS ARTICLES OF BASE METAL.,20.87,28.25,35.34
82,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",536.23,847.98,58.14
83,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",219.75,295.65,34.54
84,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",1.16,1.79,53.8
85,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1400.24,2315.38,65.36
86,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.14,33.76,24551.7
87,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",17.36,0.1,-99.45
88,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",132.4,175.5,32.56
89,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.22,0.2,-9.06
90,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.05,0.09,67.06
91,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.92,0.95,2.6
