S.No.,HSCode,Commodity,2019-2020,2020-2021,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.0
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",5.4,5.12,-5.17
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.01,0.0,-88.17
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.0
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.04,0.13,271.49
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.27,0.69,158.88
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.16,0.11,-31.68
8,09,"COFFEE, TEA, MATE AND SPICES.",0.22,0.36,65.01
9,10,CEREALS.,0.66,13.55,1956.18
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.33,0.03,-90.13
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.46,0.23,-49.36
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.04,0.07,54.3
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.0,0.0,-94.13
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.1,0.0,-98.88
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.63,0.68,6.85
16,17,SUGARS AND SUGAR CONFECTIONERY.,4.55,3.11,-31.7
17,18,COCOA AND COCOA PREPARATIONS.,0.05,0.01,-75.45
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.92,2.75,197.57
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.32,0.22,-30.06
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.19,0.62,222.5
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.62,1.77,186.39
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,1.83,2.22,21.43
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.75,0.6,-20.25
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.13,0.11,-16.02
25,26,"ORES, SLAG AND ASH.",0.0,0.02
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2806.49,672.67,-76.03
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",3.12,2.15,-31.22
28,29,ORGANIC CHEMICALS,37.61,44.99,19.64
29,30,PHARMACEUTICAL PRODUCTS,5.75,11.58,101.32
30,31,FERTILISERS.,0.0,0.0
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.43,0.25,-42.73
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.14,0.51,259.75
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.48,0.37,-22.96
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.0,0.0,1665.75
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.03,0.04,38.02
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.0,0.01,311.27
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.51,0.29,-42.86
38,39,PLASTIC AND ARTICLES THEREOF.,7.67,9.24,20.44
39,40,RUBBER AND ARTICLES THEREOF.,1.91,5.41,182.62
40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.0,0.0
41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.88,1.47,67.14
42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,0.0
43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.3,0.29,-3.6
44,45,CORK AND ARTICLES OF CORK.,0.0,0.0
45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.12,0.01,-89.64
46,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",3.1,4.42,42.81
47,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.38,0.23,-37.43
48,50,SILK,0.0,0.0,-41.06
49,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.01,0.0
50,52,COTTON.,0.72,0.73,1.81
51,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.25,0.26,3.78
