S.No.,HSCode,Commodity,2022-2023,2023-2024,%Growth
1,01,LIVE ANIMALS.,2.69,3.78,40.72
2,02,MEAT AND EDIBLE MEAT OFFAL.,2.98,2.4,-19.74
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",7.2,6.71,-6.73
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",35.44,45.96,29.69
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",8.47,6.97,-17.67
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,16.18,17.36,7.29
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,3.09,21.99,611.39
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,109.73,82.2,-25.09
9,09,"COFFEE, TEA, MATE AND SPICES.",17.32,21.35,23.25
10,10,CEREALS.,41.09,38.5,-6.3
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,13.99,17.13,22.48
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",61.58,59.13,-3.98
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",32.61,33.01,1.22
14,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.0,0.01,12303.03
15,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,1126.78,1233.47,9.47
16,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.96,0.61,-36.26
17,17,SUGARS AND SUGAR CONFECTIONERY.,78.05,93.35,19.6
18,18,COCOA AND COCOA PREPARATIONS.,48.46,54.25,11.94
19,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",16.0,14.8,-7.5
20,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",29.99,22.53,-24.86
21,21,MISCELLANEOUS EDIBLE PREPARATIONS.,50.29,39.12,-22.22
22,22,"BEVERAGES, SPIRITS AND VINEGAR.",209.1,546.56,161.38
23,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,99.29,100.02,0.73
24,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,4.05,5.85,44.36
25,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",152.99,177.77,16.2
26,26,"ORES, SLAG AND ASH.",94.71,155.58,64.28
27,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",4211.01,1753.29,-58.36
28,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",609.69,573.74,-5.9
29,29,ORGANIC CHEMICALS,2337.53,2244.92,-3.96
30,30,PHARMACEUTICAL PRODUCTS,1155.53,1119.79,-3.09
31,31,FERTILISERS.,525.26,144.02,-72.58
32,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",559.98,522.24,-6.74
33,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",300.31,438.04,45.86
34,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",341.67,333.51,-2.39
35,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,232.8,234.3,0.64
36,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,5.08,2.34,-53.91
37,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,62.86,60.94,-3.05
38,38,MISCELLANEOUS CHEMICAL PRODUCTS.,1566.46,1561.16,-0.34
39,39,PLASTIC AND ARTICLES THEREOF.,2651.19,2174.02,-18.0
40,40,RUBBER AND ARTICLES THEREOF.,662.93,583.82,-11.93
41,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,109.34,89.3,-18.33
42,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",48.4,59.3,22.52
43,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2.3,1.96,-14.74
44,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,296.63,265.99,-10.33
45,45,CORK AND ARTICLES OF CORK.,4.86,6.53,34.51
46,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.24,0.21,-14.52
47,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,759.09,658.98,-13.19
48,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",672.74,592.52,-11.92
