S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,01,LIVE ANIMALS.,0.05,0.15,208.35
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.0,0.07
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",18.64,5.47,-70.65
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.36,0.55,51.83
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.05,868.17
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,0.13,1023.95
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,25.51,13.05,-48.85
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,281.75,225.01,-20.14
9,09,"COFFEE, TEA, MATE AND SPICES.",22.37,28.31,26.58
10,10,CEREALS.,0.26,0.33,30.61
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.96,2.65,-33.17
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",14.57,15.38,5.57
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1.32,1.41,6.98
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,61.31,11.01,-82.05
15,17,SUGARS AND SUGAR CONFECTIONERY.,3.83,1.51,-60.65
16,18,COCOA AND COCOA PREPARATIONS.,9.21,11.92,29.46
17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.32,2.5,7.92
18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.27,1.79,40.76
19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.9,5.21,6.39
20,22,"BEVERAGES, SPIRITS AND VINEGAR.",22.91,51.9,126.48
21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,9.43,4.52,-52.1
22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,3.07,5.34,73.87
23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",1383.28,1425.46,3.05
24,26,"ORES, SLAG AND ASH.",281.17,165.01,-41.32
25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",73520.88,90797.84,23.5
26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1232.15,1892.36,53.58
27,29,ORGANIC CHEMICALS,3739.38,3498.7,-6.44
28,30,PHARMACEUTICAL PRODUCTS,3.18,1.66,-47.88
29,31,FERTILISERS.,4139.3,4436.37,7.18
30,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",59.31,59.51,0.35
31,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",65.43,195.39,198.61
32,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",37.17,39.28,5.66
33,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.92,3.65,298.38
34,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.0,0.0
35,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.38,0.28,-25.75
36,38,MISCELLANEOUS CHEMICAL PRODUCTS.,403.95,524.36,29.81
37,39,PLASTIC AND ARTICLES THEREOF.,2586.68,3943.8,52.47
38,40,RUBBER AND ARTICLES THEREOF.,116.33,140.69,20.94
39,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,32.1,39.44,22.86
40,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",7.94,3.87,-51.28
41,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,12.35,15.04,21.74
42,45,CORK AND ARTICLES OF CORK.,0.0,0.0,-59.69
43,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,0.0,-97.48
44,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,179.05,226.65,26.59
45,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",20.49,165.55,707.9
46,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",3.8,2.23,-41.33
47,50,SILK,0.25,0.04,-82.46
48,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",4.65,2.21,-52.56
49,52,COTTON.,0.99,6.47,555.88
50,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.08,0.03,-66.44
51,54,MAN-MADE FILAMENTS.,10.76,5.0,-53.5
52,55,MAN-MADE STAPLE FIBRES.,4.2,7.76,84.48
53,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",3.23,3.54,9.7
54,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,9.99,13.81,38.2
55,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.54,0.43,-20.58
56,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.27,1.46,448.54
57,60,KNITTED OR CROCHETED FABRICS.,0.74,2.02,174.04
58,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.54,8.17,221.13
59,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",17.08,25.5,49.29
60,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,23.53,25.42,8.01
61,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.95,6.93,75.37
62,65,HEADGEAR AND PARTS THEREOF.,0.1,0.13,32.11
63,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.38,1.36,259.8
