S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,01,LIVE ANIMALS.,0.67,0.34,-49.02
2,02,MEAT AND EDIBLE MEAT OFFAL.,0.09,0.26,171.71
3,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.03,4.15,303.79
4,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.48,0.48,-1.06
5,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.18,6.09,3355.77
6,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.11,0.41,290.23
7,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,123.49,74.24,-39.88
8,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,162.33,135.45,-16.56
9,09,"COFFEE, TEA, MATE AND SPICES.",30.81,34.22,11.09
10,10,CEREALS.,16.12,69.39,330.55
11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.72,6.66,145.01
12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",9.88,36.75,271.97
13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",6.5,11.3,73.76
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,4340.66,5699.86,31.31
15,17,SUGARS AND SUGAR CONFECTIONERY.,148.46,281.07,89.32
16,18,COCOA AND COCOA PREPARATIONS.,13.61,15.39,13.04
17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.53,0.35,-34.11
18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",7.7,9.77,26.88
19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,5.94,3.32,-44.16
20,22,"BEVERAGES, SPIRITS AND VINEGAR.",38.22,24.29,-36.45
21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,248.75,88.1,-64.58
22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.19,2.14,-1.98
23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",93.21,145.48,56.08
24,26,"ORES, SLAG AND ASH.",1975.69,1874.37,-5.13
25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",5760.06,4735.46,-17.79
26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",95.76,143.09,49.42
27,29,ORGANIC CHEMICALS,185.72,173.78,-6.43
28,30,PHARMACEUTICAL PRODUCTS,82.7,88.71,7.27
29,31,FERTILISERS.,10.28,9.68,-5.81
30,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",14.31,13.47,-5.86
31,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",19.51,23.67,21.33
32,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",2.8,4.13,47.32
33,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,7.54,2.54,-66.36
34,38,MISCELLANEOUS CHEMICAL PRODUCTS.,88.76,72.51,-18.31
35,39,PLASTIC AND ARTICLES THEREOF.,27.77,39.43,41.99
36,40,RUBBER AND ARTICLES THEREOF.,10.85,12.9,18.95
37,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,36.89,57.57,56.04
38,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.31,0.13,-59.38
39,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.35,0.21,-38.36
40,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,479.94,562.6,17.22
41,45,CORK AND ARTICLES OF CORK.,0.01,0.0,-77.16
42,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,110.16,135.91,23.38
43,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",18.85,25.52,35.36
44,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.01,0.01,18.59
45,50,SILK,2.93,2.1,-28.09
46,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",5.7,7.38,29.46
47,52,COTTON.,6.41,67.39,950.94
48,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.93,2.35,22.18
49,54,MAN-MADE FILAMENTS.,3.21,3.41,5.99
50,55,MAN-MADE STAPLE FIBRES.,5.43,3.03,-44.23
51,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.4,0.44,9.4
52,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.17,0.12,-29.31
53,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.22,0.16,-29.26
54,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.26,0.5,94.17
55,60,KNITTED OR CROCHETED FABRICS.,0.1,0.34,241.34
56,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.34,0.53,55.68
57,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.26,0.06,-75.07
58,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.32,0.46,46.36
59,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.79,4.24,11.85
60,65,HEADGEAR AND PARTS THEREOF.,0.03,0.0,-95.57
61,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.0,0.01
62,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",8.18,6.41,-21.62
63,69,CERAMIC PRODUCTS.,0.85,0.52,-39.45
64,70,GLASS AND GLASSWARE.,1.03,0.72,-30.2
65,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6767.0,6409.08,-5.29
66,72,IRON AND STEEL,288.94,320.72,11.0
67,73,ARTICLES OF IRON OR STEEL,19.53,15.23,-22.0
68,74,COPPER AND ARTICLES THEREOF.,11.76,16.9,43.69
