S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,2.04,4.22,106.83
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2.53,2.34,-7.24
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.87,2.55,194.25
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.15,0.1,-31.03
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.34,0.03,-89.88
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.8,1.16,45.02
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.13,0.31,131.11
8,09,"COFFEE, TEA, MATE AND SPICES.",1.78,2.71,52.23
9,10,CEREALS.,220.85,278.69,26.19
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.09,1.08,-1.38
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.55,2.51,356.77
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.26,0.54,108.53
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,0.0,-78.23
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.74,0.95,29.18
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.18,0.05,-72.05
16,17,SUGARS AND SUGAR CONFECTIONERY.,36.98,22.23,-39.89
17,18,COCOA AND COCOA PREPARATIONS.,0.92,1.14,24.23
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",11.92,10.41,-12.64
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.28,2.5,95.25
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,3.09,6.67,115.83
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",25.17,9.65,-61.64
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.43,0.81,86.38
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.8,10.46,34.14
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",3.51,2.69,-23.3
25,26,"ORES, SLAG AND ASH.",0.41,1.36,234.72
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1494.34,616.86,-58.72
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",18.2,19.82,8.92
28,29,ORGANIC CHEMICALS,13.42,18.54,38.16
29,30,PHARMACEUTICAL PRODUCTS,411.61,383.13,-6.92
30,31,FERTILISERS.,7.72,6.88,-10.85
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",9.94,11.79,18.62
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",23.87,19.08,-20.03
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",3.78,9.48,150.56
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,2.63,3.01,14.71
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,9.43,12.47,32.21
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.29,0.43,46.42
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,27.03,35.94,32.97
38,39,PLASTIC AND ARTICLES THEREOF.,88.34,80.73,-8.62
39,40,RUBBER AND ARTICLES THEREOF.,21.27,22.69,6.63
40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.68,0.0
41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.36,0.27,-25.69
42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.0,0.0
43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.53,0.42,-20.51
44,45,CORK AND ARTICLES OF CORK.,0.01,0.01,-7.88
45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.09,0.03,-68.13
46,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",27.88,19.92,-28.55
47,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",12.09,10.23,-15.38
48,50,SILK,0.0,0.0,-74.4
49,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.0,0.0
50,52,COTTON.,12.95,9.78,-24.46
51,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,3.23,2.79,-13.68
52,54,MAN-MADE FILAMENTS.,4.12,2.32,-43.83
53,55,MAN-MADE STAPLE FIBRES.,3.25,1.68,-48.48
54,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",1.48,1.61,8.49
55,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.3,0.13,-55.32
56,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.11,0.09,-17.66
57,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.83,0.6,-27.97
58,60,KNITTED OR CROCHETED FABRICS.,0.17,0.15,-12.06
59,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.07,3.54,15.4
60,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.49,3.28,-6.05
61,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,28.49,14.2,-50.17
62,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.5,1.68,-32.91
63,65,HEADGEAR AND PARTS THEREOF.,0.33,0.43,30.94
64,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.04,0.03,-27.68
65,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,3.07,2.49,-18.75
66,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",2.69,2.2,-18.45
67,69,CERAMIC PRODUCTS.,25.16,15.28,-39.28
68,70,GLASS AND GLASSWARE.,12.89,19.89,54.36
69,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.03,0.01,-52.49
70,72,IRON AND STEEL,15.38,16.73,8.81
71,73,ARTICLES OF IRON OR STEEL,41.28,31.18,-24.46
72,74,COPPER AND ARTICLES THEREOF.,3.64,1.6,-55.97
73,75,NICKEL AND ARTICLES THEREOF.,0.01,0.07,803.38
74,76,ALUMINIUM AND ARTICLES THEREOF.,13.18,18.78,42.51
75,78,LEAD AND ARTICLES THEREOF.,0.13,0.0,-99.86
76,79,ZINC AND ARTICLES THEREOF.,2.09,0.01,-99.72
77,80,TIN AND ARTICLES THEREOF.,0.0,0.02,2090.92
78,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.0,0.01,163.94
79,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",5.43,5.08,-6.56
80,83,MISCELLANEOUS ARTICLES OF BASE METAL.,6.49,7.49,15.39
81,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",158.1,168.89,6.83
82,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",61.16,71.22,16.45
83,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",11.95,10.7,-10.44
84,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",124.91,124.52,-0.32
85,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.15,0.03,-81.49
86,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.0,0.01
87,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",25.17,22.23,-11.67
88,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.05,0.07,52.76
