S.No.,HSCode,Commodity,2019-2020,2020-2021,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,120.14,860.97,616.67
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1909.14,1430.55,-25.07
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",7.05,6.77,-3.95
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",25.58,59.03,130.81
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2.67,4.15,55.02
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,46.42,45.8,-1.34
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,92.98,73.82,-20.61
8,09,"COFFEE, TEA, MATE AND SPICES.",546.43,750.25,37.3
9,10,CEREALS.,11.62,124.73,973.85
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,16.04,20.1,25.31
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",147.33,236.02,60.2
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",105.99,107.74,1.65
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,15.26,15.89,4.13
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,458.49,947.32,106.62
15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",13.82,14.56,5.37
16,17,SUGARS AND SUGAR CONFECTIONERY.,40.47,97.62,141.24
17,18,COCOA AND COCOA PREPARATIONS.,5.85,4.79,-18.05
18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",6.32,7.24,14.49
19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",26.45,26.24,-0.81
20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,32.25,31.52,-2.26
21,22,"BEVERAGES, SPIRITS AND VINEGAR.",5.35,6.94,29.78
22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,217.35,260.82,20.0
23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,30.91,22.85,-26.06
24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",737.65,741.38,0.51
25,26,"ORES, SLAG AND ASH.",2729.75,4704.44,72.34
26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",4004.04,2593.16,-35.24
27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",239.45,218.69,-8.67
28,29,ORGANIC CHEMICALS,3957.16,3706.19,-6.34
29,30,PHARMACEUTICAL PRODUCTS,161.07,203.69,26.46
30,31,FERTILISERS.,3.13,2.92,-6.7
31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",549.22,500.34,-8.9
32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",366.11,177.02,-51.65
33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",30.92,37.1,19.96
34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,24.55,23.76,-3.21
35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.0,0.0,85.97
36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.18,0.11,-35.24
37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,383.83,434.6,13.23
38,39,PLASTIC AND ARTICLES THEREOF.,1024.22,1088.28,6.26
39,40,RUBBER AND ARTICLES THEREOF.,110.08,133.71,21.46
40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,165.68,108.89,-34.28
41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",100.46,63.14,-37.15
42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.43,0.21,-51.45
43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,31.25,14.77,-52.74
44,45,CORK AND ARTICLES OF CORK.,0.07,0.05,-26.09
45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.33,0.28,-16.16
46,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,6.28,9.45,50.59
47,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",152.97,353.98,131.41
48,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.97,1.32,-33.07
49,50,SILK,14.35,20.68,44.16
50,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",50.99,26.56,-47.92
51,52,COTTON.,1073.12,1578.22,47.07
52,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,122.13,148.25,21.39
53,54,MAN-MADE FILAMENTS.,65.27,33.56,-48.58
54,55,MAN-MADE STAPLE FIBRES.,92.31,59.22,-35.85
55,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",17.8,16.04,-9.85
56,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,40.04,36.26,-9.44
57,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,9.46,10.58,11.88
58,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",28.82,27.27,-5.36
59,60,KNITTED OR CROCHETED FABRICS.,3.55,8.6,142.18
60,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",116.44,93.28,-19.9
61,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",311.81,227.67,-26.98
62,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,109.91,96.55,-12.15
63,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",128.19,89.92,-29.85
64,65,HEADGEAR AND PARTS THEREOF.,0.77,0.57,-26.31
65,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.43,0.13,-70.75
66,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,192.17,307.92,60.23
67,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",32.88,35.83,8.97
68,69,CERAMIC PRODUCTS.,93.53,84.36,-9.8
69,70,GLASS AND GLASSWARE.,39.68,42.18,6.29
70,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",10066.81,8674.67,-13.83
71,72,IRON AND STEEL,1302.65,3346.64,156.91
72,73,ARTICLES OF IRON OR STEEL,177.32,170.96,-3.59
73,74,COPPER AND ARTICLES THEREOF.,297.42,818.51,175.2
74,75,NICKEL AND ARTICLES THEREOF.,43.96,13.37,-69.58
75,76,ALUMINIUM AND ARTICLES THEREOF.,1263.25,1810.92,43.35
76,78,LEAD AND ARTICLES THEREOF.,144.93,166.93,15.18
77,79,ZINC AND ARTICLES THEREOF.,271.1,143.77,-46.97
78,80,TIN AND ARTICLES THEREOF.,3.09,2.87,-7.21
79,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,4.95,5.28,6.68
80,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",27.07,26.66,-1.52
81,83,MISCELLANEOUS ARTICLES OF BASE METAL.,18.45,18.28,-0.94
82,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1394.17,1461.92,4.86
83,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1488.51,1317.07,-11.52
84,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",8.94,6.83,-23.6
85,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",449.08,429.0,-4.47
86,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",34.59,14.47,-58.16
87,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",3.21,34.95,988.98
88,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",321.57,340.39,5.85
89,91,CLOCKS AND WATCHES AND PARTS THEREOF.,22.99,22.5,-2.13
90,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,4.34,7.11,63.97
91,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.02,1.53,6961.8
92,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",28.05,24.73,-11.84
93,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",14.25,11.22,-21.26
94,96,MISCELLANEOUS MANUFACTURED ARTICLES.,25.83,21.48,-16.86
95,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,23.04,10.21,-55.68
96,98,PROJECT GOODS; SOME SPECIAL USES.,3.34,0.34,-89.75
97,99,MISCELLANEOUS GOODS.,0.04,0.09,150.94
,,Total,38651.32,42119.58,8.97
