S.No.,HSCode,Commodity,2022-2023,2023-2024,%Growth
1,02,MEAT AND EDIBLE MEAT OFFAL.,22.96,43.82,90.85
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.71,0.0
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.0,0.07,1316.03
4,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.0
5,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.0,0.02,443.16
6,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.82,0.46,-43.62
7,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,14.15,28.4,100.68
8,09,"COFFEE, TEA, MATE AND SPICES.",33.26,19.98,-39.94
9,10,CEREALS.,1.13,2.4,112.35
10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.07,0.02,-77.35
11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.57,1.08,-30.99
12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.18,0.39,116.21
13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,0.05,167.58
14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.44,0.27,-38.59
15,17,SUGARS AND SUGAR CONFECTIONERY.,46.04,17.08,-62.9
16,18,COCOA AND COCOA PREPARATIONS.,0.0,0.0
17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.01,0.08,495.95
18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.22,0.96,328.98
19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.81,10.11,110.36
20,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.0,0.06,1318.01
21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.36,4.24,1082.43
22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.45,1.02,127.27
23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.74,0.87,17.88
24,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",5.84,3.34,-42.8
25,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2.17,2.4,10.86
26,29,ORGANIC CHEMICALS,20.63,15.35,-25.59
