S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",13.23,21.33,61.29
2,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",7.64,9.23,20.88
3,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.59,1.42,140.63
4,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2.37,2.3,-2.77
5,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,12.5,13.98,11.77
6,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,7.3,8.38,14.82
7,09,"COFFEE, TEA, MATE AND SPICES.",76.87,72.5,-5.69
8,10,CEREALS.,112.43,116.38,3.51
9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,13.97,13.12,-6.1
10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",24.15,22.72,-5.93
11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",25.27,37.23,47.33
12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.48,0.78,62.61
13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,14.64,29.6,102.25
14,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",1.36,4.32,217.4
15,17,SUGARS AND SUGAR CONFECTIONERY.,13.18,9.12,-30.82
16,18,COCOA AND COCOA PREPARATIONS.,0.58,0.43,-26.78
17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",25.72,27.43,6.68
18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",34.65,36.39,5.0
19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,53.95,59.11,9.56
20,22,"BEVERAGES, SPIRITS AND VINEGAR.",3.71,4.47,20.47
21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,3.98,3.89,-2.19
22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.44,1.09,149.42
23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.54,8.74,-17.02
24,26,"ORES, SLAG AND ASH.",0.55,0.76,37.92
25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",4619.72,3097.14,-32.96
26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",33.78,28.73,-14.95
27,29,ORGANIC CHEMICALS,62.19,69.97,12.5
28,30,PHARMACEUTICAL PRODUCTS,429.53,482.64,12.36
29,31,FERTILISERS.,0.79,0.78,-1.28
