S.No.,HSCode,Commodity,2019-2020,2020-2021,%Growth
1,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6.38,4.56,-28.48
2,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.36,0.17,-52.51
3,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.1,0.06,-39.82
4,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.03,0.62,1763.65
5,09,"COFFEE, TEA, MATE AND SPICES.",0.45,0.23,-49.85
6,10,CEREALS.,0.63,0.13,-78.7
7,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.06,0.02,-66.25
8,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.39,0.62,56.72
9,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.26,0.21,-17.6
10,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.04,0.0
11,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.16,0.02,-85.85
12,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.56,0.15,-72.91
13,17,SUGARS AND SUGAR CONFECTIONERY.,0.03,0.05,61.89
14,18,COCOA AND COCOA PREPARATIONS.,0.0,0.04
15,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.04,0.02,-55.76
16,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.03,0.07,127.14
17,21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.38,1.02,-26.13
18,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.05,0.01,-83.32
19,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,3.27,1.22,-62.71
20,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.15,0.0
21,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.07,0.05,-21.38
22,26,"ORES, SLAG AND ASH.",0.0,0.68
23,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",69.42,0.49,-99.3
