S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.03,0.0
2,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.01,0.05,606.21
3,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,294.68,298.27,1.22
4,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,47.85,23.03,-51.88
5,09,"COFFEE, TEA, MATE AND SPICES.",0.92,1.35,47.53
6,10,CEREALS.,0.0,0.0,-10.44
7,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.0,0.02
8,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",103.91,22.31,-78.53
9,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.0,0.0
10,17,SUGARS AND SUGAR CONFECTIONERY.,0.0,0.0
11,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.0,0.0
12,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.0,0.0,4054.29
13,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,3.41,0.22,-93.43
14,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,6.93,7.05,1.8
15,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",4.68,24.78,429.4
16,26,"ORES, SLAG AND ASH.",24.4,19.31,-20.87
17,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",3604.12,5370.53,49.01
18,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.08,0.93,1083.74
19,29,ORGANIC CHEMICALS,0.0,0.21
20,30,PHARMACEUTICAL PRODUCTS,0.09,0.01,-87.91
21,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.14,0.4,177.42
22,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.0,0.0,-47.01
23,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.0,0.0,1011.11
24,38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.0,0.03,12244.12
25,39,PLASTIC AND ARTICLES THEREOF.,0.11,0.1,-4.04
26,40,RUBBER AND ARTICLES THEREOF.,0.19,0.0,-98.68
27,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.05,0.06,17.94
28,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.0,0.35
29,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,0.0
30,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.53,20.57,3752.81
31,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.0,0.0
32,52,COTTON.,0.0,1.21
33,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.15,0.0
34,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.0,0.0
35,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.0,0.0
36,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.0,0.0
37,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.0,0.0
38,65,HEADGEAR AND PARTS THEREOF.,0.0,0.0
39,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",227.73,200.57,-11.92
40,72,IRON AND STEEL,29.83,47.12,57.97
41,73,ARTICLES OF IRON OR STEEL,0.01,0.04,327.37
42,74,COPPER AND ARTICLES THEREOF.,224.05,242.41,8.2
43,75,NICKEL AND ARTICLES THEREOF.,0.0,0.57
44,76,ALUMINIUM AND ARTICLES THEREOF.,5.88,5.7,-3.02
45,78,LEAD AND ARTICLES THEREOF.,21.39,26.56,24.18
46,79,ZINC AND ARTICLES THEREOF.,0.0,0.03
47,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.04,0.08,73.18
48,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,0.0
49,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1.28,0.12,-90.86
50,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1.14,0.49,-56.58
51,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.0,0.62
52,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.0,0.04,13353.94
53,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",125.18,0.0
54,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1.73,0.23,-86.95
55,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.0,0.0
56,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.0,0.0
57,99,MISCELLANEOUS GOODS.,0.0,0.0,72.38
,,Total,4730.53,6315.38,33.5
