S.No.,HSCode,Commodity,2022-2023,2023-2024,%Growth
1,01,LIVE ANIMALS.,0.0,0.0,6629.18
2,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",4.8,3.42,-28.83
3,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.96,0.1,-89.4
4,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.05,0.56,941.04
5,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,2.47,0.06,-97.41
6,09,"COFFEE, TEA, MATE AND SPICES.",0.24,0.0,-99.99
7,10,CEREALS.,0.0,0.0
8,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.02,0.0,-99.08
9,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.62,0.53,-14.45
10,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1.18,0.91,-22.75
11,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,212.13,205.35,-3.2
12,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.15,0.12,-22.58
13,17,SUGARS AND SUGAR CONFECTIONERY.,0.28,0.44,60.23
14,18,COCOA AND COCOA PREPARATIONS.,7.05,5.46,-22.52
15,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.31,0.39,26.28
16,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.2,0.49,151.11
17,21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.18,1.98,67.7
18,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.64,0.46,-28.03
19,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,8.47,11.75,38.78
20,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.47,0.09,-98.8
21,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",23.89,9.79,-59.02
22,26,"ORES, SLAG AND ASH.",14.7,45.78,211.45
23,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",853.92,909.4,6.5
24,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",13.1,20.97,60.07
25,29,ORGANIC CHEMICALS,169.94,183.36,7.9
26,30,PHARMACEUTICAL PRODUCTS,385.03,329.59,-14.4
27,31,FERTILISERS.,57.81,87.86,51.98
28,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",33.53,14.83,-55.76
29,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",26.67,25.19,-5.57
30,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",8.69,12.18,40.26
31,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,4.94,3.75,-24.06
32,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.18,0.25,37.48
33,38,MISCELLANEOUS CHEMICAL PRODUCTS.,74.87,114.38,52.77
34,39,PLASTIC AND ARTICLES THEREOF.,83.12,65.83,-20.79
35,40,RUBBER AND ARTICLES THEREOF.,13.6,13.1,-3.7
36,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.09,0.76,-29.86
37,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",9.97,7.73,-22.41
38,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,0.01,-43.06
39,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.96,2.42,153.0
40,45,CORK AND ARTICLES OF CORK.,0.0,0.0
41,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,14.2,12.33,-13.12
42,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",6.42,13.42,108.87
43,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.85,1.02,20.28
44,50,SILK,0.0,0.01,1260.2
45,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.03,0.02,-17.24
46,52,COTTON.,81.95,6.4,-92.19
47,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.0,0.01,81.23
48,54,MAN-MADE FILAMENTS.,0.09,1.17,1273.65
49,55,MAN-MADE STAPLE FIBRES.,4.7,2.23,-52.48
50,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2.1,1.31,-37.42
51,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.03,0.13,384.68
52,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.32,0.25,-22.26
53,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",3.22,3.99,23.76
54,60,KNITTED OR CROCHETED FABRICS.,0.14,0.05,-62.66
55,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.36,2.38,-29.38
56,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.43,4.33,-20.16
57,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.15,0.28,93.26
58,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.66,4.27,-35.94
59,65,HEADGEAR AND PARTS THEREOF.,0.16,0.11,-35.76
60,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,0.01,-53.75
61,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.0,0.01,460.41
62,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",5.82,5.56,-4.46
63,69,CERAMIC PRODUCTS.,0.67,2.26,235.14
64,70,GLASS AND GLASSWARE.,3.13,2.76,-11.91
65,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",12987.22,18185.3,40.02
66,72,IRON AND STEEL,89.87,111.52,24.1
67,73,ARTICLES OF IRON OR STEEL,31.39,29.54,-5.87
68,74,COPPER AND ARTICLES THEREOF.,23.5,19.7,-16.18
69,75,NICKEL AND ARTICLES THEREOF.,158.99,142.73,-10.23
