S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.5,0.38,-23.9
2,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.01,0.06,545.61
3,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.7,2.81,65.67
4,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,0.02,84.41
5,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.22,0.81,264.19
6,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.11,0.12,10.87
7,09,"COFFEE, TEA, MATE AND SPICES.",6.16,21.92,255.89
8,10,CEREALS.,2.36,0.0,-100.0
9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.66,1.15,-30.5
10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.28,1.0,-22.18
11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.14,0.09,-35.74
12,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,2604.16,1612.68,-38.07
13,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.01,0.0
14,17,SUGARS AND SUGAR CONFECTIONERY.,0.04,0.03,-32.49
15,18,COCOA AND COCOA PREPARATIONS.,0.06,0.06,-5.21
16,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.01,0.0
17,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.03,0.01,-50.89
18,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.38,0.04,-88.78
19,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.61,1.04,69.78
20,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.56,1.5,-41.48
21,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.0,0.04,1625.63
22,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",134.73,112.62,-16.41
23,26,"ORES, SLAG AND ASH.",24.93,2.46,-90.13
