S.No.,HSCode,Commodity,2021-2022,2022-2023,%Growth
1,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.01,0.0,-89.84
2,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,0.04,3660.54
3,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.0,0.0
4,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,3.06,2.09,-31.7
5,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.16,0.0
6,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.41,0.4,-1.8
7,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",12.5,22.04,76.3
8,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",13.42,16.39,22.15
9,26,"ORES, SLAG AND ASH.",10.76,0.0
10,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",188.03,127.3,-32.3
11,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.01,7.34,-54.16
12,29,ORGANIC CHEMICALS,0.07,0.02,-62.72
13,30,PHARMACEUTICAL PRODUCTS,0.41,0.04,-91.49
14,31,FERTILISERS.,1.12,101.59,8983.44
15,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.0,0.0,59.96
16,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.0,0.0,53.11
17,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.0,0.0
18,38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.76,0.35,-53.86
19,39,PLASTIC AND ARTICLES THEREOF.,0.0,0.36,86808.09
20,40,RUBBER AND ARTICLES THEREOF.,0.0,0.0,5.06
21,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.0,0.58,47099.59
22,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.25,1.81,622.47
23,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.0,0.0,3143.16
24,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.0,0.0
25,50,SILK,2.35,3.81,61.95
26,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.08,0.05,-33.73
27,52,COTTON.,0.0,0.0
28,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.0,0.0
29,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.0,0.0
30,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.56,0.0,-99.89
31,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.64,0.0,-99.68
32,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.0,0.0
33,65,HEADGEAR AND PARTS THEREOF.,0.0,0.0
34,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.0,0.0
35,69,CERAMIC PRODUCTS.,0.0,0.0
36,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",155.47,59.14,-61.96
37,72,IRON AND STEEL,1.81,5.47,202.14
38,73,ARTICLES OF IRON OR STEEL,2.31,0.01,-99.6
39,76,ALUMINIUM AND ARTICLES THEREOF.,0.03,0.02,-29.3
40,79,ZINC AND ARTICLES THEREOF.,4.4,2.93,-33.31
41,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.82,3.02,269.24
42,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.03,0.02,-54.97
43,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,0.0
44,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.01,1.42,12402.25
45,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.13,2.59,1877.12
46,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.0,0.0
47,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.0,0.0
48,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",4.13,1.08,-73.95
49,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.0,0.02
50,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.0,0.03
51,98,PROJECT GOODS; SOME SPECIAL USES.,0.0,0.0,-71.74
52,99,MISCELLANEOUS GOODS.,0.0,0.0,18.69
,,Total,419.73,359.96,-14.24
